dur,spkts,sttl,sbytes,smean,sload,ct_dst_sport_ltm,attack_cat,label
8e-06,2,254,114,57,57000000.0,25,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
3e-06,2,254,114,57,152000000.0,7,6,1
5e-06,2,254,114,57,91200000.0,25,6,1
5e-06,2,254,114,57,91200000.0,25,6,1
5e-06,2,254,114,57,91200000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
5e-06,2,254,114,57,91200000.0,25,6,1
5e-06,2,254,114,57,91200000.0,25,6,1
9e-06,2,254,114,57,50666664.0,19,6,1
9e-06,2,254,114,57,50666664.0,19,6,1
9e-06,2,254,114,57,50666664.0,2,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,16,6,1
9e-06,2,254,114,57,50666664.0,16,6,1
9e-06,2,254,114,57,50666664.0,16,6,1
9e-06,2,254,114,57,50666664.0,16,6,1
5e-06,2,254,114,57,91200000.0,12,6,1
9e-06,2,254,114,57,50666664.0,13,6,1
9e-06,2,254,114,57,50666664.0,13,6,1
9e-06,2,254,114,57,50666664.0,13,6,1
9e-06,2,254,114,57,50666664.0,13,6,1
9e-06,2,254,114,57,50666664.0,13,6,1
1e-06,2,254,114,57,456000000.0,25,6,1
1e-06,2,254,114,57,456000000.0,25,6,1
1e-06,2,254,114,57,456000000.0,25,6,1
1e-06,2,254,114,57,456000000.0,25,6,1
9e-06,2,254,114,57,50666664.0,2,6,1
9e-06,2,254,114,57,50666664.0,7,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
3e-06,2,254,114,57,152000000.0,8,6,1
9e-06,2,254,114,57,50666664.0,13,6,1
9e-06,2,254,114,57,50666664.0,12,6,1
9e-06,2,254,114,57,50666664.0,12,6,1
5e-06,2,254,114,57,91200000.0,6,6,1
5e-06,2,254,114,57,91200000.0,12,6,1
5e-06,2,254,114,57,91200000.0,11,6,1
5e-06,2,254,114,57,91200000.0,14,6,1
5e-06,2,254,114,57,91200000.0,14,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
3e-06,2,254,114,57,152000000.0,17,6,1
3e-06,2,254,114,57,152000000.0,17,6,1
3e-06,2,254,114,57,152000000.0,17,6,1
9e-06,2,254,114,57,50666664.0,15,6,1
9e-06,2,254,114,57,50666664.0,15,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
3e-06,2,254,114,57,152000000.0,12,6,1
3e-06,2,254,114,57,152000000.0,12,6,1
3e-06,2,254,114,57,152000000.0,13,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
9e-06,2,254,114,57,50666664.0,12,6,1
9e-06,2,254,114,57,50666664.0,12,6,1
9e-06,2,254,114,57,50666664.0,12,6,1
9e-06,2,254,114,57,50666664.0,6,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
6e-06,2,254,114,57,76000000.0,18,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
4e-06,2,254,114,57,114000000.0,14,6,1
4e-06,2,254,114,57,114000000.0,4,6,1
6e-06,2,254,114,57,76000000.0,25,6,1
6e-06,2,254,114,57,76000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
6e-06,2,254,114,57,76000000.0,25,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,8,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
9e-06,2,254,114,57,50666664.0,20,6,1
9e-06,2,254,114,57,50666664.0,20,6,1
9e-06,2,254,114,57,50666664.0,20,6,1
9e-06,2,254,114,57,50666664.0,20,6,1
7e-06,2,254,114,57,65142856.0,13,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
9e-06,2,254,114,57,50666664.0,14,6,1
3.3e-05,2,254,114,57,13818182.0,25,6,1
7e-06,2,254,114,57,65142856.0,13,6,1
7e-06,2,254,114,57,65142856.0,5,6,1
5e-06,2,254,114,57,91200000.0,25,6,1
5e-06,2,254,114,57,91200000.0,25,6,1
9e-06,2,254,1438,719,639111104.0,1,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
3.3e-05,2,254,114,57,13818182.0,25,6,1
3.3e-05,2,254,114,57,13818182.0,25,6,1
3.3e-05,2,254,114,57,13818182.0,25,6,1
1e-05,2,254,114,57,45600000.0,12,6,1
1e-05,2,254,114,57,45600000.0,12,6,1
1e-05,2,254,114,57,45600000.0,12,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
0.880054,100,254,128780,1288,1158956.125,1,6,1
6e-06,2,254,114,57,76000000.0,18,6,1
7e-06,2,254,114,57,65142856.0,25,6,1
7e-06,2,254,114,57,65142856.0,25,6,1
5e-06,2,254,114,57,91200000.0,25,6,1
5e-06,2,254,114,57,91200000.0,25,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,20,6,1
9e-06,2,254,114,57,50666664.0,20,6,1
3e-06,2,254,114,57,152000000.0,5,6,1
3e-06,2,254,114,57,152000000.0,5,6,1
3e-06,2,254,114,57,152000000.0,5,6,1
2e-06,2,254,114,57,228000000.0,25,6,1
2e-06,2,254,114,57,228000000.0,25,6,1
2e-06,2,254,114,57,228000000.0,25,6,1
2e-06,2,254,114,57,228000000.0,25,6,1
7e-06,2,254,114,57,65142856.0,3,6,1
7e-06,2,254,114,57,65142856.0,3,6,1
7e-06,2,254,114,57,65142856.0,15,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
5e-06,2,254,114,57,91200000.0,11,6,1
5e-06,2,254,114,57,91200000.0,11,6,1
5e-06,2,254,114,57,91200000.0,11,6,1
5e-06,2,254,114,57,91200000.0,14,6,1
5e-06,2,254,114,57,91200000.0,14,6,1
9e-06,2,254,114,57,50666664.0,15,6,1
9e-06,2,254,114,57,50666664.0,15,6,1
9e-06,2,254,114,57,50666664.0,15,6,1
9e-06,2,254,114,57,50666664.0,15,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,5,6,1
9e-06,2,254,114,57,50666664.0,20,6,1
9e-06,2,254,114,57,50666664.0,20,6,1
3e-06,2,254,114,57,152000000.0,13,6,1
3e-06,2,254,114,57,152000000.0,13,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
5e-06,2,254,114,57,91200000.0,17,6,1
5e-06,2,254,114,57,91200000.0,17,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
5e-06,2,254,114,57,91200000.0,18,6,1
8e-06,2,254,114,57,57000000.0,20,6,1
8e-06,2,254,114,57,57000000.0,5,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
7e-06,2,254,114,57,65142856.0,18,6,1
7e-06,2,254,114,57,65142856.0,18,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
7e-06,2,254,114,57,65142856.0,18,6,1
7e-06,2,254,114,57,65142856.0,18,6,1
1e-05,2,254,114,57,45600000.0,7,6,1
1e-05,2,254,114,57,45600000.0,7,6,1
1e-05,2,254,114,57,45600000.0,7,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,14,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
1e-05,2,254,114,57,45600000.0,7,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
8e-06,2,254,114,57,57000000.0,23,6,1
8e-06,2,254,114,57,57000000.0,23,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
5e-06,2,254,114,57,91200000.0,11,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
8e-06,2,254,114,57,57000000.0,14,6,1
8e-06,2,254,114,57,57000000.0,14,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
6e-06,2,254,114,57,76000000.0,15,6,1
5e-06,2,254,114,57,91200000.0,18,6,1
5e-06,2,254,114,57,91200000.0,18,6,1
5e-06,2,254,114,57,91200000.0,18,6,1
9e-06,2,254,114,57,50666664.0,16,6,1
9e-06,2,254,114,57,50666664.0,16,6,1
9e-06,2,254,114,57,50666664.0,9,6,1
9e-06,2,254,114,57,50666664.0,9,6,1
9e-06,2,254,114,57,50666664.0,9,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
8e-06,2,254,114,57,57000000.0,9,6,1
8e-06,2,254,114,57,57000000.0,9,6,1
8e-06,2,254,114,57,57000000.0,16,6,1
8e-06,2,254,114,57,57000000.0,16,6,1
6e-06,2,254,114,57,76000000.0,20,6,1
6e-06,2,254,114,57,76000000.0,20,6,1
6e-06,2,254,114,57,76000000.0,20,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
5e-06,2,254,1342,671,1073600000.0,1,6,1
6e-06,2,254,114,57,76000000.0,18,6,1
6e-06,2,254,114,57,76000000.0,18,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
8e-06,2,254,114,57,57000000.0,11,6,1
8e-06,2,254,114,57,57000000.0,11,6,1
8e-06,2,254,114,57,57000000.0,7,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
9e-06,2,254,114,57,50666664.0,2,6,1
7e-06,2,254,114,57,65142856.0,21,6,1
7e-06,2,254,114,57,65142856.0,21,6,1
5e-06,2,254,114,57,91200000.0,18,6,1
5e-06,2,254,114,57,91200000.0,18,6,1
1e-06,2,254,114,57,456000000.0,6,6,1
1e-06,2,254,114,57,456000000.0,19,6,1
3e-06,2,254,114,57,152000000.0,6,6,1
3e-06,2,254,114,57,152000000.0,19,6,1
3e-06,2,254,114,57,152000000.0,19,6,1
3e-06,2,254,114,57,152000000.0,5,6,1
3e-06,2,254,114,57,152000000.0,13,6,1
3e-06,2,254,114,57,152000000.0,13,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
9e-06,2,254,114,57,50666664.0,23,6,1
9e-06,2,254,114,57,50666664.0,23,6,1
9e-06,2,254,114,57,50666664.0,23,6,1
9e-06,2,254,114,57,50666664.0,23,6,1
9e-06,2,254,114,57,50666664.0,23,6,1
9e-06,2,254,114,57,50666664.0,23,6,1
9e-06,2,254,114,57,50666664.0,23,6,1
9e-06,2,254,114,57,50666664.0,23,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
8e-06,2,254,114,57,57000000.0,20,6,1
8e-06,2,254,114,57,57000000.0,20,6,1
8e-06,2,254,114,57,57000000.0,20,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,7,6,1
6e-06,2,254,114,57,76000000.0,18,6,1
6e-06,2,254,114,57,76000000.0,18,6,1
6e-06,2,254,114,57,76000000.0,18,6,1
9e-06,2,254,114,57,50666664.0,20,6,1
9e-06,2,254,114,57,50666664.0,20,6,1
9e-06,2,254,114,57,50666664.0,20,6,1
9e-06,2,254,114,57,50666664.0,20,6,1
9e-06,2,254,114,57,50666664.0,5,6,1
9e-06,2,254,114,57,50666664.0,5,6,1
9e-06,2,254,114,57,50666664.0,15,6,1
2.1e-05,2,254,114,57,21714286.0,18,6,1
2.1e-05,2,254,114,57,21714286.0,18,6,1
9e-06,2,254,114,57,50666664.0,21,6,1
9e-06,2,254,114,57,50666664.0,4,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
7e-06,2,254,114,57,65142856.0,14,6,1
7e-06,2,254,114,57,65142856.0,14,6,1
7e-06,2,254,114,57,65142856.0,14,6,1
7e-06,2,254,114,57,65142856.0,14,6,1
7e-06,2,254,114,57,65142856.0,4,6,1
9e-06,2,254,114,57,50666664.0,21,6,1
9e-06,2,254,114,57,50666664.0,21,6,1
9e-06,2,254,114,57,50666664.0,21,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,19,6,1
9e-06,2,254,114,57,50666664.0,16,6,1
5e-06,2,254,114,57,91200000.0,6,6,1
5e-06,2,254,114,57,91200000.0,6,6,1
1e-06,2,254,114,57,456000000.0,25,6,1
1e-06,2,254,114,57,456000000.0,25,6,1
1e-06,2,254,114,57,456000000.0,25,6,1
1e-06,2,254,114,57,456000000.0,25,6,1
9e-06,2,254,114,57,50666664.0,16,6,1
9e-06,2,254,114,57,50666664.0,16,6,1
9e-06,2,254,114,57,50666664.0,21,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,16,6,1
9e-06,2,254,114,57,50666664.0,16,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
7e-06,2,254,114,57,65142856.0,25,6,1
2e-06,2,254,114,57,228000000.0,7,6,1
2e-06,2,254,114,57,228000000.0,7,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
3e-06,2,254,114,57,152000000.0,8,6,1
3e-06,2,254,114,57,152000000.0,8,6,1
3e-06,2,254,114,57,152000000.0,17,6,1
3e-06,2,254,114,57,152000000.0,17,6,1
3e-06,2,254,114,57,152000000.0,17,6,1
3e-06,2,254,114,57,152000000.0,17,6,1
3e-06,2,254,114,57,152000000.0,17,6,1
9e-06,2,254,114,57,50666664.0,3,6,1
9e-06,2,254,114,57,50666664.0,15,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
2.785871,10,254,1136,114,2937.680908,1,6,1
1.439496,10,254,1142,114,5713.110352,1,6,1
9e-06,2,254,114,57,50666664.0,10,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
0.539188,12,254,820,68,11157.51758,1,6,1
5e-06,2,254,114,57,91200000.0,10,6,1
5e-06,2,254,114,57,91200000.0,10,6,1
5e-06,2,254,114,57,91200000.0,10,6,1
5e-06,2,254,114,57,91200000.0,18,6,1
5e-06,2,254,114,57,91200000.0,25,6,1
5e-06,2,254,114,57,91200000.0,25,6,1
5e-06,2,254,114,57,91200000.0,25,6,1
5e-06,2,254,114,57,91200000.0,25,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
7e-06,2,254,114,57,65142856.0,18,6,1
7e-06,2,254,114,57,65142856.0,18,6,1
7e-06,2,254,114,57,65142856.0,7,6,1
2e-06,2,254,114,57,228000000.0,18,6,1
2e-06,2,254,114,57,228000000.0,18,6,1
3e-06,2,254,114,57,152000000.0,13,6,1
3e-06,2,254,114,57,152000000.0,13,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
4e-06,2,254,114,57,114000000.0,14,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
8e-06,2,254,114,57,57000000.0,25,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
4e-06,2,254,114,57,114000000.0,22,6,1
9e-06,2,254,114,57,50666664.0,19,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
4e-06,2,254,114,57,114000000.0,14,6,1
4e-06,2,254,114,57,114000000.0,14,6,1
4e-06,2,254,114,57,114000000.0,14,6,1
4e-06,2,254,114,57,114000000.0,4,6,1
6e-06,2,254,114,57,76000000.0,25,6,1
3e-06,2,254,114,57,152000000.0,20,6,1
3e-06,2,254,114,57,152000000.0,20,6,1
3e-06,2,254,114,57,152000000.0,20,6,1
3e-06,2,254,114,57,152000000.0,5,6,1
8e-06,2,254,114,57,57000000.0,14,6,1
3e-06,2,254,114,57,152000000.0,7,6,1
3e-06,2,254,114,57,152000000.0,11,6,1
8e-06,2,254,114,57,57000000.0,3,6,1
8e-06,2,254,114,57,57000000.0,3,6,1
8e-06,2,254,114,57,57000000.0,22,6,1
6e-06,2,254,114,57,76000000.0,25,6,1
6e-06,2,254,114,57,76000000.0,25,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,8,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
8e-06,2,254,114,57,57000000.0,22,6,1
9e-06,2,254,114,57,50666664.0,1,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
9e-06,2,254,114,57,50666664.0,2,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,25,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
9e-06,2,254,114,57,50666664.0,17,6,1
9e-06,2,254,114,57,50666664.0,14,6,1
9e-06,2,254,114,57,50666664.0,14,6,1
9e-06,2,254,114,57,50666664.0,14,6,1
8e-06,2,254,114,57,57000000.0,18,6,1
4e-06,2,254,114,57,114000000.0,19,6,1
4e-06,2,254,114,57,114000000.0,19,6,1
4e-06,2,254,114,57,114000000.0,19,6,1
9e-06,2,254,114,57,50666664.0,23,6,1
9e-06,2,254,114,57,50666664.0,23,6,1
9e-06,2,254,114,57,50666664.0,23,6,1
9e-06,2,254,114,57,50666664.0,23,6,1
9e-06,2,254,114,57,50666664.0,23,6,1
9e-06,2,254,114,57,50666664.0,13,6,1
9e-06,2,254,114,57,50666664.0,13,6,1
30.358606,250,254,248562,994,65238.30469,1,6,1
3e-06,2,254,114,57,152000000.0,23,6,1
3e-06,2,254,114,57,152000000.0,23,6,1
3e-06,2,254,114,57,152000000.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,18,6,1
9e-06,2,254,114,57,50666664.0,15,6,1
9e-06,2,254,114,57,50666664.0,15,6,1
9e-06,2,254,114,57,50666664.0,15,6,1
9e-06,2,254,114,57,50666664.0,15,6,1
0.005896,22,31,2054,93,2660787.0,1,0,0
0.034952,44,31,2750,63,615243.75,1,0,0
0.007721,30,31,3624,121,3630617.75,1,0,0
0.03338,122,31,7814,64,1857399.5,1,0,0
0.001099,2,31,146,73,531392.1875,1,0,0
0.004408,4,31,568,142,773139.75,1,0,0
7.200272,232,31,13350,58,14769.44141,1,0,0
0.001114,2,31,146,73,524237.0,1,0,0
0.007465,14,31,8928,638,8885198.0,1,0,0
0.021426,52,31,37274,717,13649958.0,1,0,0
0.004966,18,31,4488,249,6828836.0,1,0,0
1.101911,122,31,7820,64,56309.44922,1,0,0
1e-05,2,60,264,132,105600000.0,3,0,0
0.001094,2,31,146,73,533820.875,1,0,0
1.004652,12,31,1580,132,11538.32324,1,0,0
0.030644,52,31,37264,717,9541313.0,1,0,0
0.58916,22,31,2054,93,26627.74023,1,0,0
1.227954,12,31,1580,132,9440.092773,1,0,0
0.00111,2,31,146,73,526126.125,1,0,0
0.025986,44,31,2750,63,827522.5,1,0,0
0.016134,40,31,2542,64,1229205.5,1,0,0
0.001022,2,31,146,73,571428.5625,1,0,0
0.444211,28,31,4400,157,76414.13281,1,0,0
0.011139,40,31,2542,64,1780411.25,1,0,0
1.1e-05,2,60,264,132,96000000.0,3,0,0
0.014136,44,31,2750,63,1521222.5,1,0,0
0.001079,2,31,146,73,541241.9375,1,0,0
0.015325,40,31,2542,64,1294094.625,1,0,0
0.011955,40,31,2542,64,1658887.375,1,0,0
0.038188,84,31,4862,58,1006598.938,1,0,0
0.043915,48,31,2974,62,530661.5,1,0,0
1.1e-05,2,60,264,132,96000000.0,3,0,0
0.011547,40,31,2542,64,1717502.375,1,0,0
0.001127,2,31,146,73,518189.9063,1,0,0
1.200073,14,31,1684,120,10426.03223,1,0,0
0.072037,46,31,2854,62,310062.9063,1,0,0
0.012274,38,31,2438,64,1547335.875,1,0,0
0.05974,44,31,2750,63,359959.8438,1,0,0
1.1e-05,2,60,264,132,96000000.0,3,0,0
0.001047,2,31,146,73,557784.125,1,0,0
0.039937,60,31,3614,60,711921.25,1,0,0
0.014724,44,31,2750,63,1460472.625,1,0,0
0.088843,84,31,4862,58,432673.3438,1,0,0
0.017559,46,31,2854,62,1272054.25,1,0,0
0.027936,46,31,2854,62,799541.8125,1,0,0
0.352348,4,31,568,142,9672.255859,1,0,0
0.026796,62,31,5928,96,1741454.0,1,0,0
0.016937,46,31,2854,62,1318769.5,1,0,0
0.001079,2,31,146,73,541241.9375,1,0,0
0.001033,2,31,130,65,503388.2188,1,0,0
0.004748,18,31,4488,249,7142376.0,1,0,0
0.281867,32,31,3728,117,102516.4375,1,0,0
0.001017,2,31,146,73,574238.0,1,0,0
0.028858,46,31,2854,62,773996.8125,1,0,0
1.247139,14,31,1684,120,10032.5625,1,0,0
0.011679,40,31,2542,64,1698090.5,1,0,0
0.002002,4,31,528,132,1582417.5,1,0,0
1.225206,14,31,1684,120,10212.16016,1,0,0
0.007055,18,31,3880,216,4155917.75,1,0,0
0.021794,52,31,37178,715,13384968.0,1,0,0
0.001122,2,31,146,73,520499.0938,1,0,0
0.084396,22,31,1920,87,173752.3125,1,0,0
0.001096,2,31,146,73,532846.75,1,0,0
0.001142,2,31,146,73,511383.5625,1,0,0
0.000981,2,31,130,65,530071.375,1,0,0
0.001102,2,31,130,65,471869.3125,1,0,0
0.000981,2,31,146,73,595310.875,1,0,0
0.017957,46,31,2854,62,1243860.375,1,0,0
0.000966,2,31,146,73,604554.875,1,0,0
0.046538,6,31,320,53,45897.97656,1,0,0
0.159015,84,31,4862,58,241738.2031,1,0,0
0.024543,44,31,2750,63,876176.5,1,0,0
0.005652,22,31,2054,93,2775654.5,1,0,0
0.006229,32,31,3728,117,4638946.5,1,0,0
0.016694,44,31,2750,63,1288127.5,1,0,0
0.001033,2,31,130,65,503388.2188,1,0,0
0.000997,2,31,146,73,585757.25,1,0,0
0.001016,2,31,146,73,574803.125,1,0,0
0.003966,10,31,528,53,960161.375,1,0,0
